,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
21,420,Stephen Croone,SO,2013-14,G,Furman,Southern,30,998,175,374,.468,145,281,30,93,.323,192,256,.750,10,122,132,112,50,8,108,64,572,33.3,5.8,12.5,4.8,9.4,1.0,3.1,6.4,8.5,0.3,4.1,4.4,3.7,1.7,0.3,3.6,2.1,19.1
22,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
24,421,Chris Denson,SR,2013-14,G,Auburn,SEC,30,961,187,406,.461,165,323,22,83,.265,176,268,.657,37,93,130,71,30,3,54,64,572,32.0,6.2,13.5,5.5,10.8,0.7,2.8,5.9,8.9,1.2,3.1,4.3,2.4,1.0,0.1,1.8,2.1,19.1
25,422,Anthony Edwards,FR,2019-20,G,Georgia,SEC,32,1057,203,505,.402,131,260,72,245,.294,132,171,.772,24,143,167,91,43,18,87,70,610,33.0,6.3,15.8,4.1,8.1,2.3,7.7,4.1,5.3,0.8,4.5,5.2,2.8,1.3,0.6,2.7,2.2,19.1
26,423,Max Heidegger,SO,2017-18,G,UC-Santa Barbara,Big West,32,1053,195,451,.432,100,216,95,235,.404,127,166,.765,11,68,79,79,19,2,50,69,612,32.9,6.1,14.1,3.1,6.8,3.0,7.3,4.0,5.2,0.3,2.1,2.5,2.5,0.6,0.1,1.6,2.2,19.1
27,424,Jermaine Marrow,SO,2017-18,G,Hampton,MEAC,34,1175,228,573,.398,187,434,41,139,.295,153,192,.797,31,139,170,184,43,1,117,88,650,34.6,6.7,16.9,5.5,12.8,1.2,4.1,4.5,5.6,0.9,4.1,5.0,5.4,1.3,0.0,3.4,2.6,19.1
28,425,Remy Martin,JR,2019-20,G,Arizona State,Pac-12,31,1047,204,472,.432,141,284,63,188,.335,122,158,.772,14,82,96,127,47,1,96,47,593,33.8,6.6,15.2,4.5,9.2,2.0,6.1,3.9,5.1,0.5,2.6,3.1,4.1,1.5,0.0,3.1,1.5,19.1
29,426,Charles Odum,SR,2011-12,G,Portland State,Big Sky,32,1005,192,363,.529,154,251,38,112,.339,190,228,.833,26,98,124,82,29,7,94,72,612,31.4,6.0,11.3,4.8,7.8,1.2,3.5,5.9,7.1,0.8,3.1,3.9,2.6,0.9,0.2,2.9,2.3,19.1
30,427,Jabari Parker,FR,2013-14,F,Duke,ACC,35,1074,236,499,.473,198,393,38,106,.358,160,214,.748,105,201,306,41,37,43,81,83,670,30.7,6.7,14.3,5.7,11.2,1.1,3.0,4.6,6.1,3.0,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1
31,428,Anthony Raffa,SR,2012-13,G,Coastal Carolina,Big South,29,945,199,426,.467,139,256,60,170,.353,96,127,.756,23,81,104,42,55,6,57,66,554,32.6,6.9,14.7,4.8,8.8,2.1,5.9,3.3,4.4,0.8,2.8,3.6,1.4,1.9,0.2,2.0,2.3,19.1
32,429,Sidney Sanders,SR,2013-14,G,Fairleigh Dickinson,NEC,31,1041,202,486,.416,171,397,31,89,.348,158,210,.752,32,85,117,181,67,0,78,84,593,33.6,6.5,15.7,5.5,12.8,1.0,2.9,5.1,6.8,1.0,2.7,3.8,5.8,2.2,0.0,2.5,2.7,19.1
33,430,Matt Scott,SR,2017-18,G,Niagara,MAAC,29,959,179,422,.424,131,270,48,152,.316,148,208,.712,69,144,213,75,33,14,63,59,554,33.1,6.2,14.6,4.5,9.3,1.7,5.2,5.1,7.2,2.4,5.0,7.3,2.6,1.1,0.5,2.2,2.0,19.1
34,431,Jeff Short,JR,2014-15,G,Norfolk State,MEAC,34,1153,212,426,.498,143,251,69,175,.394,155,189,.820,24,118,142,66,32,14,96,63,648,33.9,6.2,12.5,4.2,7.4,2.0,5.1,4.6,5.6,0.7,3.5,4.2,1.9,0.9,0.4,2.8,1.9,19.1
35,432,Milan Acquaah,SO,2018-19,G,California Baptist,WAC,31,995,191,460,.415,115,257,76,203,.374,130,153,.850,21,135,156,104,50,4,102,82,588,32.1,6.2,14.8,3.7,8.3,2.5,6.5,4.2,4.9,0.7,4.4,5.0,3.4,1.6,0.1,3.3,2.6,19.0
36,433,Mark Alstork,JR,2016-17,G,Wright State,Horizon,32,965,181,452,.400,111,271,70,181,.387,176,208,.846,26,124,150,112,25,19,136,92,608,30.2,5.7,14.1,3.5,8.5,2.2,5.7,5.5,6.5,0.8,3.9,4.7,3.5,0.8,0.6,4.3,2.9,19.0
37,434,George Beamon,JR,2011-12,G,Manhattan,MAAC,33,1055,210,432,.486,149,289,61,143,.427,145,181,.801,53,132,185,65,48,15,89,70,626,32.0,6.4,13.1,4.5,8.8,1.8,4.3,4.4,5.5,1.6,4.0,5.6,2.0,1.5,0.5,2.7,2.1,19.0
38,435,Pablo Bertone,SR,2013-14,G,Florida Atlantic,CUSA,30,1014,207,459,.451,155,304,52,155,.335,104,143,.727,20,96,116,64,39,2,84,80,570,33.8,6.9,15.3,5.2,10.1,1.7,5.2,3.5,4.8,0.7,3.2,3.9,2.1,1.3,0.1,2.8,2.7,19.0
39,436,Ky Bowman,JR,2018-19,G,Boston College,ACC,31,1220,196,485,.404,117,274,79,211,.374,118,155,.761,26,207,233,125,43,18,90,82,589,39.4,6.3,15.6,3.8,8.8,2.5,6.8,3.8,5.0,0.8,6.7,7.5,4.0,1.4,0.6,2.9,2.6,19.0
40,437,Jarekious Bradley,JR,2013-14,G,Southeast Missouri State,OVC,32,1003,218,438,.498,143,237,75,201,.373,97,125,.776,48,153,201,52,38,30,57,95,608,31.3,6.8,13.7,4.5,7.4,2.3,6.3,3.0,3.9,1.5,4.8,6.3,1.6,1.2,0.9,1.8,3.0,19.0
41,438,De'Mon Brooks,SR,2013-14,F,Davidson,Southern,27,724,173,295,.586,159,264,14,31,.452,154,207,.744,60,131,191,37,18,22,60,94,514,26.8,6.4,10.9,5.9,9.8,0.5,1.1,5.7,7.7,2.2,4.9,7.1,1.4,0.7,0.8,2.2,3.5,19.0
42,439,Charlie Brown,SO,2018-19,F,Saint Joseph's,A-10,32,1139,205,477,.430,142,300,63,177,.356,136,161,.845,66,131,197,48,34,25,59,83,609,35.6,6.4,14.9,4.4,9.4,2.0,5.5,4.3,5.0,2.1,4.1,6.2,1.5,1.1,0.8,1.8,2.6,19.0
43,440,Isaiah Canaan,JR,2011-12,G,Murray State,OVC,33,1112,187,400,.468,89,185,98,215,.456,154,184,.837,27,87,114,120,45,2,89,56,626,33.7,5.7,12.1,2.7,5.6,3.0,6.5,4.7,5.6,0.8,2.6,3.5,3.6,1.4,0.1,2.7,1.7,19.0
44,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
46,441,Ian Dubose,JR,2019-20,G,Houston Baptist,Southland,29,961,175,399,.439,130,261,45,138,.326,155,200,.775,48,163,211,111,42,9,114,76,550,33.1,6.0,13.8,4.5,9.0,1.6,4.8,5.3,6.9,1.7,5.6,7.3,3.8,1.4,0.3,3.9,2.6,19.0
47,442,Marcus Evans,SO,2016-17,G,Rice,CUSA,35,1110,197,464,.425,111,235,86,229,.376,185,235,.787,14,101,115,131,40,5,128,92,665,31.7,5.6,13.3,3.2,6.7,2.5,6.5,5.3,6.7,0.4,2.9,3.3,3.7,1.1,0.1,3.7,2.6,19.0
48,443,Javon Freeman-Liberty,SO,2019-20,G,Valparaiso,MVC,33,1095,227,521,.436,176,343,51,178,.287,123,164,.750,43,157,200,106,73,9,84,86,628,33.2,6.9,15.8,5.3,10.4,1.5,5.4,3.7,5.0,1.3,4.8,6.1,3.2,2.2,0.3,2.5,2.6,19.0
49,444,Jerian Grant,SR,2013-14,G,Notre Dame,ACC,12,427,72,139,.518,52,90,20,49,.408,64,74,.865,4,26,30,74,24,4,22,24,228,35.6,6.0,11.6,4.3,7.5,1.7,4.1,5.3,6.2,0.3,2.2,2.5,6.2,2.0,0.3,1.8,2.0,19.0
50,445,Jimmy Hall,SR,2016-17,F,Kent State,MAC,36,1172,267,513,.520,264,493,3,20,.150,146,188,.777,148,235,383,91,32,48,104,105,683,32.6,7.4,14.3,7.3,13.7,0.1,0.6,4.1,5.2,4.1,6.5,10.6,2.5,0.9,1.3,2.9,2.9,19.0
51,446,Marshall Henderson,SR,2013-14,G,Mississippi,SEC,30,934,172,487,.353,43,110,129,377,.342,98,120,.817,9,48,57,61,45,2,55,50,571,31.1,5.7,16.2,1.4,3.7,4.3,12.6,3.3,4.0,0.3,1.6,1.9,2.0,1.5,0.1,1.8,1.7,19.0
52,447,Tyler Hooker,JR,2018-19,G,Kennesaw State,A-Sun,31,1123,200,509,.393,165,384,35,125,.280,153,184,.832,24,123,147,92,47,7,88,69,588,36.2,6.5,16.4,5.3,12.4,1.1,4.0,4.9,5.9,0.8,4.0,4.7,3.0,1.5,0.2,2.8,2.2,19.0
53,448,Ken Horton,SR,2011-12,F,Central Connecticut State,NEC,28,967,192,391,.491,146,244,46,147,.313,101,126,.802,77,173,250,48,59,40,52,72,531,34.5,6.9,14.0,5.2,8.7,1.6,5.3,3.6,4.5,2.8,6.2,8.9,1.7,2.1,1.4,1.9,2.6,19.0
54,449,Elijah Hughes,JR,2019-20,F,Syracuse,ACC,32,1175,198,464,.427,120,236,78,228,.342,135,166,.813,14,144,158,109,37,26,73,58,609,36.7,6.2,14.5,3.8,7.4,2.4,7.1,4.2,5.2,0.4,4.5,4.9,3.4,1.2,0.8,2.3,1.8,19.0
55,450,Matt Lewis,JR,2019-20,G,James Madison,CAA,30,1068,180,439,.410,99,222,81,217,.373,128,179,.715,24,141,165,103,29,10,69,57,569,35.6,6.0,14.6,3.3,7.4,2.7,7.2,4.3,6.0,0.8,4.7,5.5,3.4,1.0,0.3,2.3,1.9,19.0
56,451,Semi Ojeleye,JR,2016-17,F,Southern Methodist,AAC,35,1195,210,431,.487,137,259,73,172,.424,172,219,.785,80,160,240,53,15,14,50,62,665,34.1,6.0,12.3,3.9,7.4,2.1,4.9,4.9,6.3,2.3,4.6,6.9,1.5,0.4,0.4,1.4,1.8,19.0
57,452,QJ Peterson,FR,2013-14,G,Virginia Military Institute,Big South,35,1152,218,549,.397,140,305,78,244,.320,150,198,.758,63,133,196,72,59,12,76,81,664,32.9,6.2,15.7,4.0,8.7,2.2,7.0,4.3,5.7,1.8,3.8,5.6,2.1,1.7,0.3,2.2,2.3,19.0
58,453,Victor Sanders,SR,2017-18,G,Idaho,Big Sky,31,953,182,398,.457,101,189,81,209,.388,144,185,.778,18,89,107,102,32,15,97,78,589,30.7,5.9,12.8,3.3,6.1,2.6,6.7,4.6,6.0,0.6,2.9,3.5,3.3,1.0,0.5,3.1,2.5,19.0
59,454,Brad Waldow,SR,2014-15,F,Saint Mary's (CA),WCC,31,1068,235,421,.558,235,421,0,0,,120,182,.659,90,193,283,69,16,23,66,73,590,34.5,7.6,13.6,7.6,13.6,0.0,0.0,3.9,5.9,2.9,6.2,9.1,2.2,0.5,0.7,2.1,2.4,19.0
60,455,Lawrence Alexander,SR,2014-15,G,North Dakota State,Summit,33,1271,203,472,.430,99,236,104,236,.441,114,141,.809,14,136,150,56,29,7,65,45,624,38.5,6.2,14.3,3.0,7.2,3.2,7.2,3.5,4.3,0.4,4.1,4.5,1.7,0.9,0.2,2.0,1.4,18.9
61,456,Justin Black,SR,2013-14,G,Morgan State,MEAC,31,1052,200,442,.452,148,265,52,177,.294,135,225,.600,54,105,159,87,56,2,98,91,587,33.9,6.5,14.3,4.8,8.5,1.7,5.7,4.4,7.3,1.7,3.4,5.1,2.8,1.8,0.1,3.2,2.9,18.9
62,457,Martin Breunig,SR,2015-16,F,Montana,Big Sky,33,1005,228,367,.621,225,357,3,10,.300,165,233,.708,97,201,298,48,22,37,73,110,624,30.5,6.9,11.1,6.8,10.8,0.1,0.3,5.0,7.1,2.9,6.1,9.0,1.5,0.7,1.1,2.2,3.3,18.9
63,458,Tookie Brown,JR,2017-18,G,Georgia Southern,Sun Belt,32,1035,189,355,.532,140,251,49,104,.471,177,235,.753,20,110,130,137,56,10,80,79,604,32.3,5.9,11.1,4.4,7.8,1.5,3.3,5.5,7.3,0.6,3.4,4.1,4.3,1.8,0.3,2.5,2.5,18.9
64,459,Jalen Brunson,JR,2017-18,G,Villanova,Big East,40,1272,270,518,.521,184,307,86,211,.408,130,162,.802,12,110,122,184,37,1,71,78,756,31.8,6.8,13.0,4.6,7.7,2.2,5.3,3.3,4.1,0.3,2.8,3.1,4.6,0.9,0.0,1.8,2.0,18.9
65,460,Raiquan Clark,SR,2018-19,G,Long Island University,NEC,32,1034,220,437,.503,200,355,20,82,.244,144,206,.699,62,154,216,63,40,21,142,100,604,32.3,6.9,13.7,6.3,11.1,0.6,2.6,4.5,6.4,1.9,4.8,6.8,2.0,1.3,0.7,4.4,3.1,18.9
66,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
68,461,Rodney Glasgow,SR,2013-14,G,Virginia Military Institute,Big South,35,1291,232,483,.480,146,266,86,217,.396,110,126,.873,32,107,139,205,46,0,62,61,660,36.9,6.6,13.8,4.2,7.6,2.5,6.2,3.1,3.6,0.9,3.1,4.0,5.9,1.3,0.0,1.8,1.7,18.9
69,462,Jerome Hill,JR,2014-15,F,Gardner-Webb,Big South,34,1126,211,446,.473,205,408,6,38,.158,216,344,.628,118,227,345,75,18,23,101,76,644,33.1,6.2,13.1,6.0,12.0,0.2,1.1,6.4,10.1,3.5,6.7,10.1,2.2,0.5,0.7,3.0,2.2,18.9
70,463,Justin James,JR,2017-18,G,Wyoming,MWC,32,996,210,445,.472,170,315,40,130,.308,146,201,.726,19,172,191,98,36,16,81,81,606,31.1,6.6,13.9,5.3,9.8,1.3,4.1,4.6,6.3,0.6,5.4,6.0,3.1,1.1,0.5,2.5,2.5,18.9
71,464,Maurice Kemp,SR,2012-13,F,East Carolina,CUSA,35,1202,231,457,.505,215,399,16,58,.276,182,241,.755,87,193,280,85,61,39,67,80,660,34.3,6.6,13.1,6.1,11.4,0.5,1.7,5.2,6.9,2.5,5.5,8.0,2.4,1.7,1.1,1.9,2.3,18.9
72,465,Shawn Long,SR,2015-16,F,Louisiana,Sun Belt,34,1042,232,443,.524,214,376,18,67,.269,160,235,.681,137,274,411,47,24,61,91,95,642,30.6,6.8,13.0,6.3,11.1,0.5,2.0,4.7,6.9,4.0,8.1,12.1,1.4,0.7,1.8,2.7,2.8,18.9
73,466,Jairus Lyles,JR,2016-17,G,Maryland-Baltimore County,AEC,32,1107,210,475,.442,165,334,45,141,.319,139,191,.728,42,169,211,83,54,1,71,50,604,34.6,6.6,14.8,5.2,10.4,1.4,4.4,4.3,6.0,1.3,5.3,6.6,2.6,1.7,0.0,2.2,1.6,18.9
74,467,Caleb Martin,JR,2017-18,F,Nevada,MWC,36,1199,223,491,.454,123,243,100,248,.403,134,179,.749,34,160,194,92,45,21,61,95,680,33.3,6.2,13.6,3.4,6.8,2.8,6.9,3.7,5.0,0.9,4.4,5.4,2.6,1.3,0.6,1.7,2.6,18.9
75,468,Jeremiah Martin,JR,2017-18,G,Memphis,AAC,27,936,157,354,.444,106,198,51,156,.327,145,185,.784,20,95,115,103,61,17,73,52,510,34.7,5.8,13.1,3.9,7.3,1.9,5.8,5.4,6.9,0.7,3.5,4.3,3.8,2.3,0.6,2.7,1.9,18.9
76,469,Quincy McKnight,SO,2016-17,G,Sacred Heart,NEC,32,1040,203,473,.429,176,389,27,84,.321,172,222,.775,26,130,156,95,52,5,148,94,605,32.5,6.3,14.8,5.5,12.2,0.8,2.6,5.4,6.9,0.8,4.1,4.9,3.0,1.6,0.2,4.6,2.9,18.9
77,470,Matt Morgan,FR,2015-16,G,Cornell,Ivy,27,829,159,384,.414,89,170,70,214,.327,122,151,.808,11,74,85,53,38,10,52,46,510,30.7,5.9,14.2,3.3,6.3,2.6,7.9,4.5,5.6,0.4,2.7,3.1,2.0,1.4,0.4,1.9,1.7,18.9
78,471,Warren Niles,SR,2012-13,G,Oral Roberts,Southland,35,1277,222,507,.438,126,264,96,243,.395,122,154,.792,24,121,145,55,41,6,69,69,662,36.5,6.3,14.5,3.6,7.5,2.7,6.9,3.5,4.4,0.7,3.5,4.1,1.6,1.2,0.2,2.0,2.0,18.9
79,472,Jamal Olasewere,SR,2012-13,F,Long Island University,NEC,32,969,200,389,.514,180,327,20,62,.323,185,267,.693,66,208,274,43,48,20,110,108,605,30.3,6.3,12.2,5.6,10.2,0.6,1.9,5.8,8.3,2.1,6.5,8.6,1.3,1.5,0.6,3.4,3.4,18.9
80,473,Dyami Starks,JR,2013-14,G,Bryant,NEC,30,1089,193,465,.415,105,226,88,239,.368,92,107,.860,25,76,101,60,32,1,58,66,566,36.3,6.4,15.5,3.5,7.5,2.9,8.0,3.1,3.6,0.8,2.5,3.4,2.0,1.1,0.0,1.9,2.2,18.9
81,474,Brandon Tabb,SR,2017-18,G,Bethune-Cookman,MEAC,30,938,172,433,.397,75,145,97,288,.337,127,139,.914,23,86,109,49,46,11,68,84,568,31.3,5.7,14.4,2.5,4.8,3.2,9.6,4.2,4.6,0.8,2.9,3.6,1.6,1.5,0.4,2.3,2.8,18.9
82,475,Ladarius Tabb,SR,2015-16,G,Alabama A&M,SWAC,29,1000,201,457,.440,156,304,45,153,.294,102,160,.638,58,143,201,21,41,8,50,73,549,34.5,6.9,15.8,5.4,10.5,1.6,5.3,3.5,5.5,2.0,4.9,6.9,0.7,1.4,0.3,1.7,2.5,18.9
83,476,Pancake Thomas,SR,2015-16,G,Hartford,AEC,30,1038,178,407,.437,97,217,81,190,.426,129,156,.827,30,163,193,84,36,6,53,72,566,34.6,5.9,13.6,3.2,7.2,2.7,6.3,4.3,5.2,1.0,5.4,6.4,2.8,1.2,0.2,1.8,2.4,18.9
84,477,Justin Tillman,SR,2017-18,F,Virginia Commonwealth,A-10,33,1012,248,445,.557,221,363,27,82,.329,102,156,.654,109,218,327,15,11,34,56,78,625,30.7,7.5,13.5,6.7,11.0,0.8,2.5,3.1,4.7,3.3,6.6,9.9,0.5,0.3,1.0,1.7,2.4,18.9
85,478,Jarrod Uthoff,SR,2015-16,F,Iowa,Big Ten,33,1016,218,487,.448,152,314,66,173,.382,122,150,.813,48,161,209,36,32,86,38,51,624,30.8,6.6,14.8,4.6,9.5,2.0,5.2,3.7,4.5,1.5,4.9,6.3,1.1,1.0,2.6,1.2,1.5,18.9
86,479,Joe Young,JR,2013-14,G,Oregon,Pac-12,34,1059,206,429,.480,130,246,76,183,.415,155,176,.881,26,70,96,66,44,1,39,47,643,31.1,6.1,12.6,3.8,7.2,2.2,5.4,4.6,5.2,0.8,2.1,2.8,1.9,1.3,0.0,1.1,1.4,18.9
87,480,George Beamon,SR,2013-14,G,Manhattan,MAAC,30,926,170,417,.408,117,274,53,143,.371,172,208,.827,48,146,194,23,47,10,55,69,565,30.9,5.7,13.9,3.9,9.1,1.8,4.8,5.7,6.9,1.6,4.9,6.5,0.8,1.6,0.3,1.8,2.3,18.8
88,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
90,481,Isaiah Blackmon,SR,2019-20,G,Saint Francis (PA),NEC,30,1022,189,421,.449,107,222,82,199,.412,104,125,.832,59,100,159,46,52,9,56,78,564,34.1,6.3,14.0,3.6,7.4,2.7,6.6,3.5,4.2,2.0,3.3,5.3,1.5,1.7,0.3,1.9,2.6,18.8
91,482,Deishuan Booker,SR,2018-19,G,Cal State Long Beach,Big West,33,1060,165,363,.455,123,247,42,116,.362,250,274,.912,15,99,114,144,43,4,130,78,622,32.1,5.0,11.0,3.7,7.5,1.3,3.5,7.6,8.3,0.5,3.0,3.5,4.4,1.3,0.1,3.9,2.4,18.8
92,483,Elijah Brown,JR,2016-17,G,New Mexico,MWC,31,1000,166,438,.379,98,232,68,206,.330,182,220,.827,13,148,161,95,41,4,95,63,582,32.3,5.4,14.1,3.2,7.5,2.2,6.6,5.9,7.1,0.4,4.8,5.2,3.1,1.3,0.1,3.1,2.0,18.8
93,484,E.J. Crawford,SR,2019-20,G,Iona,MAAC,28,1034,173,371,.466,140,265,33,106,.311,146,174,.839,31,117,148,50,27,13,75,63,525,36.9,6.2,13.3,5.0,9.5,1.2,3.8,5.2,6.2,1.1,4.2,5.3,1.8,1.0,0.5,2.7,2.3,18.8
94,485,Jarron Cumberland,JR,2018-19,G,Cincinnati,AAC,35,1136,207,512,.404,127,306,80,206,.388,163,211,.773,40,115,155,127,40,14,96,80,657,32.5,5.9,14.6,3.6,8.7,2.3,5.9,4.7,6.0,1.1,3.3,4.4,3.6,1.1,0.4,2.7,2.3,18.8
95,486,Nick Dixon,JR,2016-17,G,Texas-Rio Grande Valley,WAC,32,877,201,386,.521,173,300,28,86,.326,173,226,.765,49,113,162,109,60,2,93,75,603,27.4,6.3,12.1,5.4,9.4,0.9,2.7,5.4,7.1,1.5,3.5,5.1,3.4,1.9,0.1,2.9,2.3,18.8
96,487,J.J. Frazier,SR,2016-17,G,Georgia,SEC,34,1178,199,490,.406,144,309,55,181,.304,187,211,.886,12,117,129,140,63,4,80,81,640,34.6,5.9,14.4,4.2,9.1,1.6,5.3,5.5,6.2,0.4,3.4,3.8,4.1,1.9,0.1,2.4,2.4,18.8
97,488,Tim Frazier,JR,2011-12,G,Penn State,Big Ten,32,1188,208,497,.419,181,411,27,86,.314,159,201,.791,44,106,150,198,76,7,117,94,602,37.1,6.5,15.5,5.7,12.8,0.8,2.7,5.0,6.3,1.4,3.3,4.7,6.2,2.4,0.2,3.7,2.9,18.8
98,489,Jalen Hayes,SR,2017-18,F,Oakland,Horizon,29,1036,212,404,.525,207,381,5,23,.217,117,141,.830,68,167,235,57,29,25,70,93,546,35.7,7.3,13.9,7.1,13.1,0.2,0.8,4.0,4.9,2.3,5.8,8.1,2.0,1.0,0.9,2.4,3.2,18.8
99,490,Kareem Jamar,SR,2013-14,G,Montana,Big Sky,30,1086,182,386,.472,137,257,45,129,.349,156,219,.712,25,144,169,121,27,15,67,74,565,36.2,6.1,12.9,4.6,8.6,1.5,4.3,5.2,7.3,0.8,4.8,5.6,4.0,0.9,0.5,2.2,2.5,18.8
100,491,Isaiah Pineiro,SR,2018-19,F,San Diego,WCC,36,1249,232,476,.487,192,357,40,119,.336,173,211,.820,68,271,339,76,44,19,107,119,677,34.7,6.4,13.2,5.3,9.9,1.1,3.3,4.8,5.9,1.9,7.5,9.4,2.1,1.2,0.5,3.0,3.3,18.8
101,492,Chasson Randle,JR,2013-14,G,Stanford,Pac-12,36,1263,218,460,.474,150,285,68,175,.389,171,223,.767,20,109,129,77,37,2,88,93,675,35.1,6.1,12.8,4.2,7.9,1.9,4.9,4.8,6.2,0.6,3.0,3.6,2.1,1.0,0.1,2.4,2.6,18.8
102,493,Fatts Russell,JR,2019-20,G,Rhode Island,A-10,30,1071,180,464,.388,120,296,60,168,.357,145,176,.824,20,83,103,138,86,6,66,84,565,35.7,6.0,15.5,4.0,9.9,2.0,5.6,4.8,5.9,0.7,2.8,3.4,4.6,2.9,0.2,2.2,2.8,18.8
103,494,Devon Saddler,SO,2011-12,G,Delaware,CAA,32,1130,193,493,.391,134,303,59,190,.311,158,197,.802,22,108,130,56,24,11,102,82,603,35.3,6.0,15.4,4.2,9.5,1.8,5.9,4.9,6.2,0.7,3.4,4.1,1.8,0.8,0.3,3.2,2.6,18.8
104,495,Fred Sims,SO,2016-17,G,Chicago State,WAC,31,1069,210,582,.361,139,356,71,226,.314,92,114,.807,22,122,144,45,32,9,69,51,583,34.5,6.8,18.8,4.5,11.5,2.3,7.3,3.0,3.7,0.7,3.9,4.6,1.5,1.0,0.3,2.2,1.6,18.8
105,496,Marcus Thornton,SO,2012-13,G,William & Mary,CAA,30,1090,181,411,.440,88,197,93,214,.435,110,133,.827,11,72,83,83,26,15,92,44,565,36.3,6.0,13.7,2.9,6.6,3.1,7.1,3.7,4.4,0.4,2.4,2.8,2.8,0.9,0.5,3.1,1.5,18.8
106,497,Justin Turner,JR,2019-20,G,Bowling Green State,MAC,25,808,158,370,.427,119,262,39,108,.361,114,134,.851,21,93,114,63,20,6,52,38,469,32.3,6.3,14.8,4.8,10.5,1.6,4.3,4.6,5.4,0.8,3.7,4.6,2.5,0.8,0.2,2.1,1.5,18.8
107,498,Davon Usher,JR,2012-13,G,Mississippi Valley State,SWAC,28,915,158,379,.417,97,225,61,154,.396,149,191,.780,48,122,170,40,45,10,63,65,526,32.7,5.6,13.5,3.5,8.0,2.2,5.5,5.3,6.8,1.7,4.4,6.1,1.4,1.6,0.4,2.3,2.3,18.8
108,499,Keaton Wallace,JR,2019-20,G,Texas-San Antonio,CUSA,32,1115,204,517,.395,112,255,92,262,.351,100,124,.806,24,119,143,98,40,10,72,80,600,34.8,6.4,16.2,3.5,8.0,2.9,8.2,3.1,3.9,0.8,3.7,4.5,3.1,1.3,0.3,2.3,2.5,18.8
109,500,Thomas Wilder,SR,2017-18,G,Western Michigan,MAC,32,1050,191,443,.431,144,298,47,145,.324,174,207,.841,23,118,141,138,62,10,79,72,603,32.8,6.0,13.8,4.5,9.3,1.5,4.5,5.4,6.5,0.7,3.7,4.4,4.3,1.9,0.3,2.5,2.3,18.8
0,,Totals,Per Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Rk,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2,501,Grant Williams,JR,2018-19,F,Tennessee,SEC,37,1181,234,415,.564,219,369,15,46,.326,213,260,.819,82,196,278,117,42,55,83,110,696,31.9,6.3,11.2,5.9,10.0,0.4,1.2,5.8,7.0,2.2,5.3,7.5,3.2,1.1,1.5,2.2,3.0,18.8
3,502,Cassius Winston,JR,2018-19,G,Michigan State,Big Ten,39,1308,243,528,.460,159,317,84,211,.398,163,194,.840,13,104,117,291,40,4,114,75,733,33.5,6.2,13.5,4.1,8.1,2.2,5.4,4.2,5.0,0.3,2.7,3.0,7.5,1.0,0.1,2.9,1.9,18.8
